Outlet_ID,Maximum_Monthly_Liters
OUT_03093,1030.72
OUT_03094,166.69
OUT_03095,142.12
OUT_03096,128.06
OUT_03097,1050.48
OUT_03098,112.43
OUT_03099,890.36
OUT_03100,142.62
OUT_03101,164.57
OUT_03102,333.65
OUT_03103,363.89
OUT_03104,142.24
OUT_03105,140.31
OUT_03106,138.79
OUT_03107,142.82
OUT_03108,138.81
OUT_03109,132.27
OUT_03110,145.82
OUT_03111,127.73
OUT_03112,314.24
OUT_03113,328.38
OUT_03114,180.49
OUT_03115,166.94
OUT_03116,319.63
OUT_03117,129.11
OUT_03118,158.21
OUT_03119,230.79
OUT_03120,146.06
OUT_03121,137.81
OUT_03122,142.44
OUT_03123,146.67
OUT_03124,142.18
OUT_03125,345.35
OUT_03126,126.82
OUT_03127,162.83
OUT_03128,112.15
OUT_03129,970.69
OUT_03130,161.22
OUT_03131,1976.41
OUT_03132,134.15
OUT_03133,131.34
OUT_03134,998.87
OUT_03135,133.47
OUT_03136,309.3
OUT_03137,149.72
OUT_03138,133.44
OUT_03139,322.08
OUT_03140,103.29
OUT_03141,217.79
OUT_03142,305.05
OUT_03143,141.19
OUT_03144,125.98
OUT_03145,133.94
OUT_03146,340.15
OUT_03147,334.15
OUT_03148,2069.62
OUT_03149,147.82
OUT_03150,310.37
OUT_03151,139.15
OUT_03152,136.67
OUT_03153,330.67
OUT_03154,929.27
OUT_03155,336.76
OUT_03156,309.18
OUT_03157,942.07
OUT_03158,123.42
OUT_03159,163.85
OUT_03160,334.99
OUT_03161,336.79
OUT_03162,146.76
OUT_03163,123.58
OUT_03164,934.05
OUT_03165,287.08
OUT_03166,121.29
OUT_03167,2011.0
OUT_03168,144.47
OUT_03169,133.42
OUT_03170,349.35
OUT_03171,290.76
OUT_03172,144.3
OUT_03173,169.54
OUT_03174,139.3
OUT_03175,333.73
OUT_03176,137.74
OUT_03177,141.08
OUT_03178,131.79
OUT_03179,315.18
OUT_03180,121.52
OUT_03181,139.29
OUT_03182,97.0
OUT_03183,954.26
OUT_03184,343.77
OUT_03185,151.22
OUT_03186,297.21
OUT_03187,144.04
OUT_03188,142.06
OUT_03189,306.24
OUT_03190,154.7
OUT_03191,932.84
OUT_03193,165.47
OUT_03194,354.0
OUT_03195,141.68
OUT_03196,309.4
OUT_03197,149.72
OUT_03198,163.65
OUT_03199,310.04
OUT_03200,275.34
OUT_03201,321.89
OUT_03202,137.56
OUT_03203,96.38
OUT_03204,391.93
OUT_03205,141.53
OUT_03206,368.05
OUT_03207,135.41
OUT_03208,1991.13
OUT_03209,140.12
OUT_03210,271.66
OUT_03211,349.61
OUT_03212,116.21
OUT_03213,240.12
OUT_03214,345.68
OUT_03215,317.14
OUT_03216,163.1
OUT_03217,311.39
OUT_03218,319.71
OUT_03219,90.14
OUT_03220,344.34
OUT_03221,337.84
OUT_03222,308.23
OUT_03223,147.4
OUT_03224,346.56
OUT_03225,130.79
OUT_03226,152.11
OUT_03227,332.48
OUT_03228,1918.23
OUT_03229,2069.62
OUT_03230,166.97
OUT_03231,378.85
OUT_03232,172.53
OUT_03233,925.15
OUT_03234,285.13
OUT_03235,128.65
OUT_03236,150.97
OUT_03237,159.63
OUT_03238,136.05
OUT_03239,186.14
OUT_03240,294.21
OUT_03241,143.6
OUT_03242,911.2
OUT_03243,135.51
OUT_03244,122.94
OUT_03245,297.26
OUT_03246,189.53
OUT_03247,149.17
OUT_03248,325.16
OUT_03249,137.81
OUT_03250,131.02
OUT_03251,953.62
OUT_03252,964.61
OUT_03253,127.88
OUT_03254,144.49
OUT_03255,284.4
OUT_03256,335.69
OUT_03257,122.62
OUT_03258,362.28
OUT_03259,310.61
OUT_03260,932.53
OUT_03261,144.1
OUT_03262,302.11
OUT_03263,150.15
OUT_03264,1951.59
OUT_03265,348.06
OUT_03266,148.98
OUT_03267,130.69
OUT_03268,363.81
OUT_03269,322.59
OUT_03270,153.0
OUT_03271,932.9
OUT_03272,344.52
OUT_03273,931.41
OUT_03274,1995.12
OUT_03275,152.79
OUT_03276,97.73
OUT_03277,139.27
OUT_03278,138.5
OUT_03279,140.93
OUT_03280,145.02
OUT_03281,2000.04
OUT_03282,308.2
OUT_03283,964.37
OUT_03284,140.53
OUT_03285,143.22
OUT_03286,159.33
OUT_03287,2039.54
OUT_03288,352.53
OUT_03289,126.86
OUT_03290,134.02
OUT_03291,180.8
OUT_03292,157.85
OUT_03293,322.37
OUT_03294,134.7
OUT_03295,168.53
OUT_03296,1986.1
OUT_03297,973.54
OUT_03298,160.05
OUT_03299,317.62
OUT_03300,341.54
OUT_03301,316.25
OUT_03302,956.66
OUT_03303,132.85
OUT_03304,122.27
OUT_03305,166.25
OUT_03306,209.42
OUT_03307,144.35
OUT_03308,354.39
OUT_03309,146.03
OUT_03311,155.79
OUT_03312,967.4
OUT_03313,150.98
OUT_03314,111.13
OUT_03315,1975.75
OUT_03316,990.36
OUT_03317,188.33
OUT_03318,182.99
OUT_03319,309.9
OUT_03320,103.8
OUT_03321,329.81
OUT_03322,312.74
OUT_03323,328.34
OUT_03324,932.81
OUT_03325,2044.7
OUT_03326,114.18
OUT_03327,925.89
OUT_03328,936.49
OUT_03329,330.12
OUT_03330,1968.36
OUT_03331,133.94
OUT_03332,141.08
OUT_03333,958.68
OUT_03334,980.09
OUT_03335,332.48
OUT_03336,315.38
OUT_03337,321.49
OUT_03338,160.93
OUT_03339,147.24
OUT_03340,356.95
OUT_03341,935.32
OUT_03342,132.54
OUT_03343,174.33
OUT_03344,934.25
OUT_03345,917.66
OUT_03346,1977.67
OUT_03347,129.25
OUT_03348,150.11
OUT_03349,353.11
OUT_03350,332.88
OUT_03351,156.34
OUT_03352,337.88
OUT_03353,2069.62
OUT_03354,113.21
OUT_03355,138.96
OUT_03356,93.96
OUT_03357,354.34
OUT_03358,2020.06
OUT_03359,899.57
OUT_03360,154.07
OUT_03361,310.11
OUT_03362,152.12
OUT_03363,136.36
OUT_03364,148.29
OUT_03365,204.76
OUT_03366,322.61
OUT_03367,326.96
OUT_03368,942.66
OUT_03369,112.8
OUT_03370,354.74
OUT_03371,324.0
OUT_03372,125.63
OUT_03373,330.1
OUT_03374,117.71
OUT_03375,149.41
OUT_03376,134.06
OUT_03377,298.58
OUT_03378,120.47
OUT_03379,387.14
OUT_03380,150.23
OUT_03381,2018.56
OUT_03382,128.83
OUT_03383,933.16
OUT_03384,139.56
OUT_03385,127.69
OUT_03386,155.11
OUT_03387,925.69
OUT_03388,901.54
OUT_03389,145.08
OUT_03390,117.18
OUT_03391,995.26
OUT_03392,143.81
OUT_03393,305.68
OUT_03394,120.94
OUT_03395,941.45
OUT_03396,379.66
OUT_03398,149.63
OUT_03399,132.03
OUT_03400,366.78
OUT_03401,314.98
OUT_03402,2069.62
OUT_03403,134.81
OUT_03404,132.2
OUT_03405,129.15
OUT_03406,924.54
OUT_03407,330.42
OUT_03408,131.5
OUT_03409,322.68
OUT_03410,146.66
OUT_03411,2022.78
OUT_03412,143.83
OUT_03413,955.91
OUT_03414,1001.41
OUT_03415,1986.62
OUT_03416,148.37
OUT_03418,942.7
OUT_03419,162.78
OUT_03420,162.66
OUT_03421,131.16
OUT_03422,151.31
OUT_03423,958.21
OUT_03424,962.43
OUT_03425,310.77
OUT_03426,137.3
OUT_03427,326.98
OUT_03428,128.45
OUT_03429,226.65
OUT_03430,319.85
OUT_03431,124.6
OUT_03432,180.06
OUT_03433,124.33
OUT_03434,326.57
OUT_03435,161.83
OUT_03436,899.48
OUT_03437,131.13
OUT_03438,358.65
OUT_03439,304.55
OUT_03440,148.81
OUT_03441,163.13
OUT_03442,278.91
OUT_03443,919.18
OUT_03444,973.05
OUT_03445,356.55
OUT_03446,935.15
OUT_03447,177.65
OUT_03448,331.4
OUT_03449,133.87
OUT_03450,327.93
OUT_03451,964.0
OUT_03452,107.08
OUT_03453,373.15
OUT_03454,173.98
OUT_03455,140.6
OUT_03456,168.86
OUT_03457,333.05
OUT_03458,1986.64
OUT_03459,135.18
OUT_03460,135.49
OUT_03461,138.49
OUT_03462,136.56
OUT_03463,256.41
OUT_03464,210.28
OUT_03465,306.25
OUT_03466,324.35
OUT_03467,948.96
OUT_03468,327.38
OUT_03470,140.87
OUT_03471,154.36
OUT_03472,152.65
OUT_03473,126.23
OUT_03474,156.06
OUT_03475,136.06
OUT_03476,319.07
OUT_03477,315.3
OUT_03478,141.08
OUT_03479,154.37
OUT_03480,325.85
OUT_03481,128.38
OUT_03482,929.13
OUT_03483,140.7
OUT_03484,2069.62
OUT_03485,145.09
OUT_03486,151.14
OUT_03487,233.37
OUT_03488,139.97
OUT_03489,360.56
OUT_03490,125.4
OUT_03491,306.36
OUT_03492,966.36
OUT_03493,2032.38
OUT_03494,338.75
OUT_03495,176.26
OUT_03496,176.51
OUT_03497,300.08
OUT_03498,310.06
OUT_03499,347.52
OUT_03500,138.87
OUT_03501,310.19
OUT_03502,191.54
OUT_03503,311.53
OUT_03504,130.51
OUT_03505,311.78
OUT_03506,303.35
OUT_03507,151.8
OUT_03508,967.89
OUT_03509,150.08
OUT_03510,141.44
OUT_03511,162.05
OUT_03512,145.27
OUT_03513,984.4
OUT_03514,172.84
OUT_03515,187.61
OUT_03516,161.02
OUT_03517,134.69
OUT_03518,337.32
OUT_03519,975.32
OUT_03520,172.93
OUT_03521,335.7
OUT_03522,179.27
OUT_03523,121.53
OUT_03524,332.1
OUT_03525,137.66
OUT_03526,133.13
OUT_03527,151.98
OUT_03528,147.81
OUT_03529,351.21
OUT_03530,146.92
OUT_03531,322.35
OUT_03532,148.31
OUT_03533,977.14
OUT_03534,355.54
OUT_03535,142.73
OUT_03536,143.82
OUT_03537,347.25
OUT_03538,138.82
OUT_03539,144.77
OUT_03540,87.32
OUT_03541,314.03
OUT_03542,329.96
OUT_03543,127.15
OUT_03544,190.61
OUT_03545,323.61
OUT_03546,148.51
OUT_03547,337.91
OUT_03548,148.54
OUT_03549,1922.66
OUT_03550,312.44
OUT_03551,994.14
OUT_03552,354.29
OUT_03553,141.54
OUT_03554,318.65
OUT_03555,931.99
OUT_03556,2020.24
OUT_03557,128.56
OUT_03558,307.79
OUT_03559,2069.62
OUT_03560,321.13
OUT_03561,294.37
OUT_03562,128.81
OUT_03563,325.39
OUT_03564,364.64
OUT_03565,326.48
OUT_03566,132.35
OUT_03567,340.29
OUT_03568,174.47
OUT_03569,933.85
OUT_03570,1966.64
OUT_03571,1009.94
OUT_03572,991.56
OUT_03573,166.71
OUT_03574,308.64
OUT_03575,940.12
OUT_03576,115.83
OUT_03577,2069.62
OUT_03578,359.15
OUT_03579,937.44
OUT_03580,107.37
OUT_03581,137.94
OUT_03582,336.77
OUT_03583,172.67
OUT_03584,141.33
OUT_03585,144.6
OUT_03586,146.11
OUT_03587,314.36
OUT_03588,163.17
OUT_03589,136.72
OUT_03590,103.56
OUT_03591,1935.92
OUT_03592,120.33
OUT_03593,128.44
OUT_03594,331.62
OUT_03595,295.46
OUT_03596,338.82
OUT_03597,966.49
OUT_03598,999.36
OUT_03599,144.13
OUT_03600,152.16
OUT_03601,340.17
OUT_03602,264.53
OUT_03603,165.1
OUT_03604,356.99
OUT_03605,120.8
OUT_03606,1075.83
OUT_03607,307.91
OUT_03608,153.55
OUT_03609,117.81
OUT_03610,121.79
OUT_03611,131.06
OUT_03612,140.3
OUT_03613,191.35
OUT_03614,172.47
OUT_03615,936.49
OUT_03616,984.7
OUT_03617,151.72
OUT_03618,156.21
OUT_03619,314.38
OUT_03620,309.87
OUT_03621,172.56
OUT_03622,933.75
OUT_03623,311.51
OUT_03624,131.19
OUT_03625,138.83
OUT_03626,152.05
OUT_03627,132.16
OUT_03628,114.18
OUT_03629,959.2
OUT_03630,328.85
OUT_03631,1012.17
OUT_03632,152.93
OUT_03633,149.52
OUT_03634,999.66
OUT_03635,2042.78
OUT_03636,123.43
OUT_03637,340.67
OUT_03638,152.65
OUT_03639,144.76
OUT_03640,124.45
OUT_03641,325.15
OUT_03642,173.75
OUT_03643,373.4
OUT_03644,962.4
OUT_03645,301.75
OUT_03646,143.55
OUT_03647,167.69
OUT_03648,332.01
OUT_03649,326.2
OUT_03650,132.13
OUT_03651,964.89
OUT_03652,148.24
OUT_03653,2069.62
OUT_03654,122.19
OUT_03655,262.04
OUT_03656,140.31
OUT_03657,134.55
OUT_03658,143.27
OUT_03659,147.12
OUT_03660,138.45
OUT_03661,129.64
OUT_03662,150.53
OUT_03663,317.02
OUT_03664,299.32
OUT_03665,990.74
OUT_03666,140.78
OUT_03667,955.99
OUT_03668,362.27
OUT_03669,907.71
OUT_03670,149.63
OUT_03671,342.3
OUT_03672,143.28
OUT_03673,173.73
OUT_03674,315.81
OUT_03675,121.74
OUT_03676,1995.96
OUT_03677,129.07
OUT_03678,251.73
OUT_03679,131.81
OUT_03680,2042.14
OUT_03681,146.16
OUT_03682,154.56
OUT_03683,133.56
OUT_03684,131.73
OUT_03685,156.72
OUT_03686,2066.93
OUT_03687,137.9
OUT_03688,137.01
OUT_03689,139.4
OUT_03690,129.6
OUT_03692,141.82
OUT_03693,155.77
OUT_03694,151.94
OUT_03695,331.66
OUT_03696,125.79
OUT_03697,312.6
OUT_03698,334.65
OUT_03699,936.9
OUT_03700,363.02
OUT_03701,1015.49
OUT_03702,130.91
OUT_03703,306.24
OUT_03704,308.27
OUT_03705,166.88
OUT_03706,139.79
OUT_03707,147.14
OUT_03708,149.43
OUT_03709,934.94
OUT_03710,322.82
OUT_03711,110.8
OUT_03712,156.42
OUT_03713,154.18
OUT_03714,311.98
OUT_03715,368.36
OUT_03716,137.88
OUT_03717,168.99
OUT_03718,323.93
OUT_03719,2036.04
OUT_03720,139.89
OUT_03721,325.8
OUT_03722,141.38
OUT_03723,965.17
OUT_03724,2003.65
OUT_03725,114.36
OUT_03726,321.69
OUT_03727,145.25
OUT_03728,124.6
OUT_03729,343.1
OUT_03730,307.09
OUT_03731,306.13
OUT_03732,214.51
OUT_03733,139.88
OUT_03734,292.4
OUT_03735,289.4
OUT_03736,399.54
OUT_03737,140.44
OUT_03738,365.78
OUT_03739,962.64
OUT_03740,136.84
OUT_03741,2042.12
OUT_03742,129.87
OUT_03743,325.11
OUT_03744,141.58
OUT_03745,98.94
OUT_03746,291.96
OUT_03747,143.13
OUT_03748,299.31
OUT_03749,162.05
OUT_03751,146.98
OUT_03752,134.33
OUT_03753,131.8
OUT_03754,970.42
OUT_03755,146.72
OUT_03756,305.39
OUT_03757,1935.14
OUT_03758,128.26
OUT_03759,137.04
OUT_03760,341.63
OUT_03761,170.36
OUT_03762,363.12
OUT_03763,136.64
OUT_03764,935.68
OUT_03765,157.4
OUT_03766,2018.31
OUT_03767,359.07
OUT_03768,141.72
OUT_03769,352.05
OUT_03770,346.24
OUT_03771,338.29
OUT_03772,937.24
OUT_03773,941.19
OUT_03774,127.1
OUT_03775,138.48
OUT_03776,143.95
OUT_03777,151.67
OUT_03778,138.38
OUT_03779,148.94
OUT_03780,165.62
OUT_03781,361.62
OUT_03782,301.2
OUT_03783,135.18
OUT_03784,137.14
OUT_03785,209.27
OUT_03786,2039.35
OUT_03787,339.11
OUT_03788,145.14
OUT_03789,325.3
OUT_03790,123.46
OUT_03791,959.31
OUT_03792,304.2
OUT_03793,160.7
OUT_03794,120.15
OUT_03795,310.37
OUT_03796,1038.71
OUT_03797,136.8
OUT_03798,329.04
OUT_03799,316.76
OUT_03800,922.89
OUT_03801,326.5
OUT_03802,298.09
OUT_03803,930.68
OUT_03804,308.98
OUT_03805,134.41
OUT_03806,240.47
OUT_03807,139.82
OUT_03808,132.38
OUT_03809,163.08
OUT_03810,189.11
OUT_03811,137.26
OUT_03812,141.67
OUT_03813,126.79
OUT_03814,1997.98
OUT_03815,939.42
OUT_03816,114.77
OUT_03817,178.35
OUT_03818,137.76
OUT_03819,312.14
OUT_03820,141.87
OUT_03821,152.0
OUT_03822,183.27
OUT_03823,302.14
OUT_03824,1034.23
OUT_03825,328.66
OUT_03826,134.84
OUT_03827,142.38
OUT_03828,935.84
OUT_03829,1981.99
OUT_03830,153.59
OUT_03831,317.79
OUT_03832,388.82
OUT_03833,956.96
OUT_03834,142.42
OUT_03835,170.09
OUT_03836,140.81
OUT_03837,148.78
OUT_03838,191.85
OUT_03839,186.92
OUT_03840,994.39
OUT_03841,939.09
OUT_03842,342.72
OUT_03843,324.67
OUT_03844,996.16
OUT_03845,123.76
OUT_03846,343.82
OUT_03847,1054.88
OUT_03848,348.38
OUT_03849,933.65
OUT_03850,904.29
OUT_03851,195.95
OUT_03853,329.35
OUT_03854,135.7
OUT_03855,165.84
OUT_03856,296.61
OUT_03857,144.86
OUT_03858,152.17
OUT_03859,97.93
OUT_03860,351.98
OUT_03861,934.82
OUT_03862,102.53
OUT_03863,935.05
OUT_03864,937.64
OUT_03865,149.98
OUT_03866,2069.62
OUT_03867,144.11
OUT_03868,138.23
OUT_03869,425.76
OUT_03870,203.12
OUT_03871,145.58
OUT_03872,148.22
OUT_03873,336.78
OUT_03874,178.07
OUT_03875,285.21
OUT_03876,952.82
OUT_03877,306.97
OUT_03878,948.06
OUT_03879,169.17
OUT_03880,162.98
OUT_03881,132.19
OUT_03882,131.91
OUT_03883,133.6
OUT_03884,145.12
OUT_03885,1988.97
OUT_03886,314.36
OUT_03887,137.69
OUT_03888,121.49
OUT_03889,339.67
OUT_03890,986.42
OUT_03891,314.14
OUT_03892,220.92
OUT_03893,981.41
OUT_03894,136.61
OUT_03895,933.27
OUT_03896,163.88
OUT_03897,314.26
OUT_03898,382.19
OUT_03899,335.72
OUT_03900,939.61
OUT_03901,132.43
OUT_03902,957.89
OUT_03903,159.85
OUT_03904,155.25
OUT_03905,330.46
OUT_03906,929.52
OUT_03907,294.83
OUT_03908,153.21
OUT_03909,328.32
OUT_03910,952.82
OUT_03911,2017.67
OUT_03912,132.16
OUT_03913,142.24
OUT_03914,123.14
OUT_03915,127.86
OUT_03916,937.46
OUT_03917,125.04
OUT_03918,936.89
OUT_03919,153.59
OUT_03920,918.83
OUT_03921,109.33
OUT_03922,311.18
OUT_03923,2021.03
OUT_03924,132.17
OUT_03925,147.2
OUT_03926,931.26
OUT_03927,934.17
OUT_03928,2011.03
OUT_03929,142.42
OUT_03930,379.74
OUT_03931,332.02
OUT_03932,327.26
OUT_03933,96.12
OUT_03934,354.17
OUT_03935,321.16
OUT_03936,158.37
OUT_03937,311.95
OUT_03938,145.0
OUT_03939,959.29
OUT_03940,362.76
OUT_03941,162.69
OUT_03942,349.11
OUT_03943,135.48
OUT_03944,1940.0
OUT_03945,129.76
OUT_03946,138.85
OUT_03947,331.69
OUT_03948,189.65
OUT_03949,164.62
OUT_03950,139.81
OUT_03951,136.21
OUT_03952,117.84
OUT_03953,337.46
OUT_03954,2031.66
OUT_03955,342.2
OUT_03956,133.17
OUT_03957,1987.4
OUT_03958,361.93
OUT_03959,2065.12
OUT_03960,905.34
OUT_03961,137.62
OUT_03962,116.05
OUT_03963,318.9
OUT_03964,322.32
OUT_03965,1062.86
OUT_03966,154.09
OUT_03967,1983.38
OUT_03968,162.41
OUT_03969,140.7
OUT_03970,131.5
OUT_03971,124.33
OUT_03972,946.52
OUT_03973,141.19
OUT_03974,315.54
OUT_03975,362.18
OUT_03976,150.64
OUT_03977,127.56
OUT_03978,146.98
OUT_03979,348.83
OUT_03980,1004.23
OUT_03981,301.46
OUT_03982,948.42
OUT_03983,2069.62
OUT_03984,136.98
OUT_03985,301.27
OUT_03986,1013.03
OUT_03987,131.2
OUT_03988,920.6
OUT_03989,171.08
OUT_03990,178.29
OUT_03991,960.79
OUT_03992,344.9
OUT_03993,306.87
OUT_03994,973.19
OUT_03995,147.62
OUT_03996,154.33
OUT_03997,349.35
OUT_03998,151.63
OUT_03999,2025.56
OUT_04000,141.71
OUT_04001,142.43
OUT_04002,141.59
OUT_04003,149.63
OUT_04004,143.73
OUT_04005,951.73
OUT_04006,367.96
OUT_04007,296.89
OUT_04008,132.2
OUT_04009,930.57
OUT_04010,156.81
OUT_04011,311.44
OUT_04012,144.5
OUT_04013,940.39
OUT_04014,129.93
OUT_04015,162.97
OUT_04016,138.69
OUT_04017,346.2
OUT_04018,359.62
OUT_04019,134.18
OUT_04020,150.22
OUT_04021,932.8
OUT_04022,149.77
OUT_04023,310.67
OUT_04024,157.56
OUT_04025,319.2
OUT_04026,1006.89
OUT_04027,2032.49
OUT_04028,134.32
OUT_04029,90.93
OUT_04030,130.36
OUT_04031,328.45
OUT_04032,382.46
OUT_04033,355.81
OUT_04034,301.26
OUT_04035,153.48
OUT_04036,116.9
OUT_04037,344.76
OUT_04038,127.63
OUT_04039,312.06
OUT_04040,137.76
OUT_04041,129.14
OUT_04042,133.64
OUT_04043,125.53
OUT_04044,934.3
OUT_04045,317.04
OUT_04046,314.46
OUT_04047,144.79
OUT_04048,1035.09
OUT_04049,189.46
OUT_04050,937.91
OUT_04051,131.5
OUT_04052,917.24
OUT_04053,123.67
OUT_04054,161.83
OUT_04055,145.58
OUT_04056,1930.43
OUT_04057,356.5
OUT_04058,104.98
OUT_04059,958.12
OUT_04060,307.31
OUT_04061,952.29
OUT_04062,966.4
OUT_04063,941.18
OUT_04064,977.47
OUT_04065,162.71
OUT_04066,144.1
OUT_04067,340.85
OUT_04068,946.42
OUT_04069,320.81
OUT_04070,349.54
OUT_04071,987.1
OUT_04072,151.35
OUT_04073,148.82
OUT_04074,155.0
OUT_04075,324.12
OUT_04076,337.86
OUT_04077,141.02
OUT_04078,128.43
OUT_04079,147.1
OUT_04080,342.18
OUT_04081,148.32
OUT_04082,152.87
OUT_04083,314.49
OUT_04084,142.06
OUT_04085,156.47
OUT_04086,146.32
OUT_04087,343.28
OUT_04088,328.21
OUT_04089,142.54
OUT_04090,328.46
OUT_04091,90.53
OUT_04092,364.84
OUT_04093,170.7
OUT_04094,322.87
OUT_04095,182.8
OUT_04096,149.98
OUT_04097,943.34
OUT_04098,307.96
OUT_04099,349.55
OUT_04100,142.43
OUT_04101,156.17
OUT_04102,934.83
OUT_04103,110.31
OUT_04104,164.36
OUT_04105,307.13
OUT_04106,325.96
OUT_04107,334.28
OUT_04108,995.15
OUT_04109,144.12
OUT_04110,315.24
OUT_04111,948.35
OUT_04112,123.28
OUT_04113,165.16
OUT_04114,323.61
OUT_04115,351.68
OUT_04117,167.57
OUT_04118,148.8
OUT_04119,930.06
OUT_04120,2002.36
OUT_04121,332.07
OUT_04122,307.06
OUT_04123,335.43
OUT_04124,132.27
OUT_04125,137.16
OUT_04126,363.72
OUT_04127,148.77
OUT_04128,1946.65
OUT_04129,166.7
OUT_04130,210.47
OUT_04131,1001.18
OUT_04132,146.51
OUT_04133,315.03
OUT_04134,109.27
OUT_04135,315.92
OUT_04136,2069.62
OUT_04137,295.8
OUT_04138,143.24
OUT_04139,904.81
OUT_04140,180.72
OUT_04141,172.0
OUT_04142,934.37
OUT_04143,975.13
OUT_04144,152.05
OUT_04145,148.14
OUT_04146,143.26
OUT_04147,142.66
OUT_04148,140.33
OUT_04149,135.27
OUT_04150,309.98
OUT_04151,313.85
OUT_04152,141.41
OUT_04153,144.68
OUT_04154,954.13
OUT_04155,930.11
OUT_04156,176.51
OUT_04157,139.65
OUT_04158,148.51
OUT_04159,128.01
OUT_04160,231.54
OUT_04161,2035.46
OUT_04162,136.22
OUT_04163,139.21
OUT_04164,124.17
OUT_04165,931.63
OUT_04166,153.71
OUT_04167,127.64
OUT_04168,110.05
OUT_04169,162.37
OUT_04170,319.87
OUT_04171,2069.62
OUT_04172,130.89
OUT_04173,312.94
OUT_04174,1004.52
OUT_04175,154.29
OUT_04176,290.94
OUT_04177,214.31
OUT_04178,162.97
OUT_04179,161.26
OUT_04180,316.4
OUT_04181,320.26
OUT_04182,156.27
OUT_04184,121.38
OUT_04185,323.04
OUT_04186,128.96
OUT_04187,352.84
OUT_04188,148.5
OUT_04189,370.98
OUT_04190,942.3
OUT_04191,173.99
OUT_04192,134.25
OUT_04193,936.85
OUT_04194,986.27
OUT_04195,157.69
OUT_04196,937.22
OUT_04197,278.02
OUT_04198,309.58
OUT_04199,2067.1
OUT_04200,306.77
OUT_04201,156.33
OUT_04202,150.69
OUT_04203,334.96
OUT_04204,158.45
OUT_04205,318.33
OUT_04206,2069.62
OUT_04207,333.35
OUT_04208,124.23
OUT_04209,151.63
OUT_04210,313.44
OUT_04212,332.49
OUT_04213,136.86
OUT_04214,335.52
OUT_04215,313.28
OUT_04216,343.04
OUT_04217,936.25
OUT_04218,145.45
OUT_04219,153.68
OUT_04221,930.66
OUT_04222,170.98
OUT_04223,126.04
OUT_04224,305.1
OUT_04225,132.17
OUT_04226,1000.11
OUT_04227,382.26
OUT_04228,202.63
OUT_04229,329.96
OUT_04230,149.98
OUT_04231,335.55
OUT_04232,930.96
OUT_04233,928.78
OUT_04234,138.63
OUT_04235,147.97
OUT_04236,271.49
OUT_04237,1965.69
OUT_04238,350.4
OUT_04239,1981.69
OUT_04240,134.63
OUT_04241,302.74
OUT_04242,131.25
OUT_04243,144.71
OUT_04244,171.72
OUT_04245,335.71
OUT_04246,135.52
OUT_04247,145.83
OUT_04248,167.95
OUT_04249,323.41
OUT_04250,982.83
OUT_04251,1943.67
OUT_04252,136.85
OUT_04253,155.09
OUT_04254,949.65
OUT_04256,332.19
OUT_04257,153.45
OUT_04258,339.17
OUT_04259,940.98
OUT_04260,2069.62
OUT_04261,996.69
OUT_04262,123.24
OUT_04263,387.05
OUT_04264,125.52
OUT_04265,124.01
OUT_04266,129.2
OUT_04267,115.19
OUT_04268,178.04
OUT_04269,952.24
OUT_04270,349.55
OUT_04271,314.82
OUT_04272,332.18
OUT_04273,142.65
OUT_04274,324.01
OUT_04275,186.55
OUT_04276,321.15
OUT_04277,162.0
OUT_04278,136.43
OUT_04279,148.0
OUT_04280,338.82
OUT_04281,314.12
OUT_04282,926.57
OUT_04283,346.93
OUT_04284,142.54
OUT_04285,150.61
OUT_04286,295.13
OUT_04287,338.29
OUT_04288,140.68
OUT_04289,175.84
OUT_04290,151.27
OUT_04291,346.6
OUT_04292,148.15
OUT_04293,854.31
OUT_04294,312.67
OUT_04295,1995.15
OUT_04296,160.26
OUT_04297,137.38
OUT_04298,321.39
OUT_04299,361.17
OUT_04300,124.7
OUT_04301,151.02
OUT_04302,135.49
OUT_04303,140.17
OUT_04304,959.8
OUT_04305,335.36
OUT_04306,133.4
OUT_04307,131.5
OUT_04308,97.01
OUT_04309,978.11
OUT_04310,115.57
OUT_04311,222.87
OUT_04312,937.31
OUT_04313,141.45
OUT_04314,198.02
OUT_04315,137.63
OUT_04316,137.31
OUT_04317,345.45
OUT_04318,331.65
OUT_04319,152.72
OUT_04320,965.47
OUT_04321,142.85
OUT_04322,948.57
OUT_04323,143.56
OUT_04324,326.42
OUT_04325,187.43
OUT_04326,318.88
OUT_04327,131.79
OUT_04328,975.73
OUT_04329,151.01
OUT_04330,326.89
OUT_04331,316.96
OUT_04332,206.07
OUT_04333,352.89
OUT_04334,354.37
OUT_04335,931.74
OUT_04336,137.5
OUT_04337,151.25
OUT_04338,154.09
OUT_04339,168.84
OUT_04340,107.53
OUT_04341,132.13
OUT_04342,937.03
OUT_04343,139.21
OUT_04344,147.28
OUT_04345,156.39
OUT_04346,138.45
OUT_04347,932.6
OUT_04348,116.87
OUT_04349,951.73
OUT_04350,349.51
OUT_04351,930.19
OUT_04352,349.34
OUT_04353,296.97
OUT_04354,160.04
OUT_04355,178.29
OUT_04356,965.33
OUT_04357,935.61
OUT_04358,306.64
OUT_04359,1977.29
OUT_04360,266.38
OUT_04361,330.17
OUT_04362,145.97
OUT_04363,140.55
OUT_04364,125.66
OUT_04365,150.89
OUT_04366,121.27
OUT_04367,137.34
